"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"OF","Michael Brantley",4600,"Oak@Cle 07:10PM ET",6.000,"Cle"
"RP","Trevor Bell",4600,"Cin@SD 08:40PM ET",0,"Cin"
"SP","Tim Lincecum",4600,"Bos@LAA 09:05PM ET",4.194,"LAA"
"SP","Anthony Ranaudo",4600,"CWS@Min 07:10PM ET",2.550,"CWS"
"SP","Tim Melville",4600,"Cin@SD 08:40PM ET",-0.450,"Cin"
"SP","Matt Magill",4600,"Cin@SD 08:40PM ET",0,"Cin"
"SP","Chase Anderson",4600,"Pit@Mil 07:10PM ET",9.608,"Mil"
"RP","Jose Cisnero",4600,"Cin@SD 08:40PM ET",0,"Cin"
"SP","Williams Perez",4600,"Phi@Atl 07:10PM ET",8.611,"Atl"
"OF","Max Kepler",4600,"CWS@Min 07:10PM ET",7.525,"Min"
"SS","Francisco Lindor",4600,"Oak@Cle 07:10PM ET",8.727,"Cle"
"2B","Rougned Odor",4600,"KC@Tex 08:05PM ET",8.750,"Tex"
"SP","Matt Wisler",4600,"Phi@Atl 07:10PM ET",11.062,"Atl"
"OF","Shin-soo Choo",4500,"KC@Tex 08:05PM ET",8.735,"Tex"
"SP","Alfredo Simon",4500,"Cin@SD 08:40PM ET",1.631,"Cin"
"SP","Ricky Nolasco",4500,"CWS@Min 07:10PM ET",11.329,"Min"
"OF","Melky Cabrera",4500,"CWS@Min 07:10PM ET",7.347,"CWS"
"OF","Ian Desmond",4500,"KC@Tex 08:05PM ET",9.748,"Tex"
